eventdate,series_name,episode_name,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
4/10/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1957,559401,Wednesday,04/08/19
4/8/19,Parks and Recreation,Hunting Trip,Sony Vue DMVPD,DMVPD,1954,224523,Monday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,1952,226475,Sunday,04/01/19
4/4/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,1924,228399,Thursday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1915,561316,Sunday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1886,563202,Monday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,1860,565062,Sunday,04/01/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1853,566915,Tuesday,04/01/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1820,568735,Saturday,03/25/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1813,570548,Saturday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,Sony Vue DMVPD,DMVPD,1795,230194,Saturday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1781,572329,Saturday,04/01/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1759,574088,Saturday,03/25/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1756,575844,Monday,04/01/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1753,577597,Friday,03/25/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1693,579290,Monday,04/01/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1689,580979,Wednesday,04/08/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1688,582667,Saturday,04/01/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1674,584341,Friday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1667,586008,Saturday,03/25/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1659,587667,Saturday,04/01/19
4/5/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1658,231852,Friday,04/01/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1652,589319,Saturday,03/25/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1645,590964,Wednesday,04/08/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1631,592595,Wednesday,04/01/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1622,594217,Monday,04/01/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1554,595771,Friday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1553,597324,Sunday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1550,598874,Monday,04/08/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1544,600418,Thursday,04/01/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1543,601961,Friday,04/01/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1527,603488,Friday,04/01/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1517,605005,Friday,04/01/19
4/2/19,Parks and Recreation,Hunting Trip,Sony Vue DMVPD,DMVPD,1497,233349,Tuesday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,1492,234841,Wednesday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,1474,606479,Wednesday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,1470,236311,Monday,04/08/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1407,607886,Thursday,04/01/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1404,609290,Thursday,04/01/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1394,610684,Wednesday,04/08/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1392,612076,Friday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1385,613461,Saturday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1367,614828,Wednesday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1367,616195,Monday,04/08/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1342,617537,Thursday,04/01/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1335,618872,Friday,03/25/19
3/31/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1328,237639,Sunday,03/25/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1325,620197,Thursday,04/08/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1308,621505,Wednesday,04/08/19
4/3/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1281,238920,Wednesday,04/01/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1273,622778,Friday,03/25/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1269,624047,Thursday,04/08/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1249,625296,Tuesday,04/08/19
4/12/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1243,240163,Friday,04/08/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1229,626525,Tuesday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1229,627754,Monday,04/08/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,1215,628969,Tuesday,04/08/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1214,630183,Sunday,03/25/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1204,631387,Wednesday,04/01/19
4/10/19,Parks and Recreation,Hunting Trip,Sony Vue DMVPD,DMVPD,1188,241351,Wednesday,04/08/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1172,632559,Tuesday,04/01/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1164,633723,Sunday,03/25/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1163,634886,Thursday,04/08/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,1154,636040,Friday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,1100,637140,Sunday,04/01/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1096,638236,Tuesday,04/08/19
4/1/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,1091,242442,Monday,04/01/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,1091,639327,Tuesday,04/08/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,1091,640418,Friday,04/08/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo Android TV App,Watch,1088,641506,Tuesday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1086,642592,Wednesday,04/01/19
4/11/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1072,243514,Thursday,04/08/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1068,643660,Friday,03/25/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1067,644727,Sunday,04/01/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,1059,645786,Thursday,04/08/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,1030,646816,Monday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,1001,244515,Sunday,04/01/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,999,647815,Thursday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,992,648807,Wednesday,04/01/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,979,649786,Sunday,03/25/19
4/12/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,979,245494,Friday,04/08/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,974,650760,Sunday,03/25/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,963,651723,Friday,03/25/19
3/29/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,963,246457,Friday,03/25/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,958,652681,Friday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,952,247409,Wednesday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,941,653622,Sunday,04/01/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,937,654559,Friday,04/08/19
4/6/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,925,248334,Saturday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,909,249243,Monday,04/08/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,900,655459,Thursday,04/08/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,899,656358,Saturday,04/01/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,897,657255,Saturday,03/25/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,894,658149,Monday,04/08/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,890,659039,Tuesday,04/01/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,858,659897,Sunday,03/25/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,858,660755,Wednesday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,834,250077,Saturday,03/25/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,824,661579,Thursday,04/08/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,796,662375,Wednesday,04/01/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,791,663166,Friday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,776,663942,Saturday,03/25/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,732,664674,Tuesday,04/08/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,730,665404,Sunday,03/25/19
4/5/19,Parks and Recreation,Hunting Trip,Sony Vue DMVPD,DMVPD,729,250806,Friday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,726,666130,Monday,04/08/19
4/11/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,722,251528,Thursday,04/08/19
4/10/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,721,252249,Wednesday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,704,252953,Sunday,04/01/19
4/2/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,697,253650,Tuesday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,697,666827,Sunday,04/01/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,675,667502,Sunday,03/25/19
4/1/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,657,254307,Monday,04/01/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,640,668142,Thursday,04/01/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,636,668778,Thursday,04/08/19
3/29/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,618,254925,Friday,03/25/19
3/29/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,615,255540,Friday,03/25/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,599,669377,Monday,04/01/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,596,669973,Monday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,591,256131,Saturday,03/25/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,588,670561,Tuesday,04/01/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,581,671142,Tuesday,04/08/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,576,671718,Tuesday,04/08/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,557,672275,Tuesday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,DirecTV Everywhere MVPD,MVPD,543,38818,Saturday,04/01/19
4/10/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,541,256672,Wednesday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,528,672803,Saturday,03/25/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,500,673303,Sunday,03/25/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,494,673797,Friday,04/08/19
4/4/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,481,257153,Thursday,04/01/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,453,674250,Sunday,04/01/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,440,674690,Friday,03/25/19
4/2/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,434,257587,Tuesday,04/01/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,395,675085,Tuesday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,DirecTV Everywhere MVPD,MVPD,374,39192,Sunday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,372,675457,Saturday,04/01/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo Chromecast App,Watch,366,675823,Thursday,04/08/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,364,676187,Monday,04/08/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,363,676550,Friday,03/25/19
4/8/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,357,676907,Monday,04/08/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,352,677259,Friday,04/01/19
4/9/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,313,677572,Tuesday,04/08/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,308,677880,Friday,04/01/19
3/29/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,305,678185,Friday,03/25/19
3/31/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,272,257859,Sunday,03/25/19
4/9/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,272,258131,Tuesday,04/08/19
4/10/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,269,258400,Wednesday,04/08/19
4/7/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,263,678448,Sunday,04/01/19
3/30/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,260,678708,Saturday,03/25/19
4/9/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,253,258653,Tuesday,04/08/19
3/30/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,238,258891,Saturday,03/25/19
4/5/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,202,678910,Friday,04/01/19
4/4/19,Parks and Recreation,Hunting Trip,Bravo iPhone App,Watch,195,679105,Thursday,04/01/19
4/6/19,Parks and Recreation,Hunting Trip,Bravo Android Tablet Apps,Watch,195,679300,Saturday,04/01/19
4/12/19,Parks and Recreation,Hunting Trip,Bravo Apple TV App,Watch,187,679487,Friday,04/08/19
4/9/19,Parks and Recreation,Hunting Trip,Hulu DMVPD,DMVPD,177,259068,Tuesday,04/08/19
4/11/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,175,259243,Thursday,04/08/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,174,679661,Wednesday,04/08/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,170,679831,Monday,04/01/19
4/3/19,Parks and Recreation,Hunting Trip,Bravo Samsung Smart TV App,Watch,168,679999,Wednesday,04/01/19
4/11/19,Parks and Recreation,Hunting Trip,Bravo Roku App,Watch,141,680140,Thursday,04/08/19
4/5/19,Parks and Recreation,Hunting Trip,YouTube TV,DMVPD,134,259377,Friday,04/01/19
3/31/19,Parks and Recreation,Hunting Trip,Bravo FireTV App,Watch,114,680254,Sunday,03/25/19
4/10/19,Parks and Recreation,Hunting Trip,Bravo FEP,Watch,112,680366,Wednesday,04/08/19
4/6/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1997,682363,Saturday,04/01/19
4/6/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1980,684343,Saturday,04/01/19
4/10/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1980,686323,Wednesday,04/08/19
3/30/19,Parks and Recreation,Kaboom,Bravo iPhone App,Watch,1966,688289,Saturday,03/25/19
4/7/19,Parks and Recreation,Kaboom,Bravo Apple TV App,Watch,1966,690255,Sunday,04/01/19
3/31/19,Parks and Recreation,Kaboom,Bravo FEP,Watch,1953,692208,Sunday,03/25/19
4/6/19,Parks and Recreation,Kaboom,Bravo iPhone App,Watch,1949,694157,Saturday,04/01/19
3/30/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1932,261309,Saturday,03/25/19
4/12/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1928,696085,Friday,04/08/19
3/29/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1917,698002,Friday,03/25/19
4/6/19,Parks and Recreation,Kaboom,Bravo FEP,Watch,1913,699915,Saturday,04/01/19
4/10/19,Parks and Recreation,Kaboom,Bravo Apple TV App,Watch,1912,701827,Wednesday,04/08/19
4/6/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1906,703733,Saturday,04/01/19
4/9/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1895,705628,Tuesday,04/08/19
4/1/19,Parks and Recreation,Kaboom,Hulu DMVPD,DMVPD,1873,263182,Monday,04/01/19
3/30/19,Parks and Recreation,Kaboom,DirecTV Now DMVPD,DMVPD,1855,265037,Saturday,03/25/19
4/4/19,Parks and Recreation,Kaboom,DirecTV Now DMVPD,DMVPD,1850,266887,Thursday,04/01/19
4/12/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1849,707477,Friday,04/08/19
3/31/19,Parks and Recreation,Kaboom,Bravo Chromecast App,Watch,1846,709323,Sunday,03/25/19
3/30/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1824,711147,Saturday,03/25/19
4/4/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1805,268692,Thursday,04/01/19
3/29/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1802,712949,Friday,03/25/19
4/8/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1780,270472,Monday,04/08/19
4/9/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1763,714712,Tuesday,04/08/19
4/8/19,Parks and Recreation,Kaboom,Bravo Apple TV App,Watch,1762,716474,Monday,04/08/19
4/5/19,Parks and Recreation,Kaboom,Bravo iPhone App,Watch,1739,718213,Friday,04/01/19
4/10/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1733,719946,Wednesday,04/08/19
4/2/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1731,721677,Tuesday,04/01/19
4/2/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1729,272201,Tuesday,04/01/19
4/8/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1724,723401,Monday,04/08/19
4/3/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1722,725123,Wednesday,04/01/19
4/8/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1715,726838,Monday,04/08/19
3/30/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1702,728540,Saturday,03/25/19
4/7/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1654,730194,Sunday,04/01/19
3/29/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1641,731835,Friday,03/25/19
4/8/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1625,733460,Monday,04/08/19
3/30/19,Parks and Recreation,Kaboom,DirecTV Everywhere MVPD,MVPD,1602,40794,Saturday,03/25/19
3/31/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1564,735024,Sunday,03/25/19
4/1/19,Parks and Recreation,Kaboom,DirecTV Now DMVPD,DMVPD,1564,273765,Monday,04/01/19
4/12/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1542,275307,Friday,04/08/19
3/29/19,Parks and Recreation,Kaboom,Bravo FEP,Watch,1512,736536,Friday,03/25/19
4/2/19,Parks and Recreation,Kaboom,Hulu DMVPD,DMVPD,1503,276810,Tuesday,04/01/19
4/8/19,Parks and Recreation,Kaboom,Bravo Chromecast App,Watch,1491,738027,Monday,04/08/19
4/4/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1477,739504,Thursday,04/01/19
4/2/19,Parks and Recreation,Kaboom,Bravo Android TV App,Watch,1434,740938,Tuesday,04/01/19
3/29/19,Parks and Recreation,Kaboom,DirecTV Everywhere MVPD,MVPD,1415,42209,Friday,03/25/19
4/10/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1405,742343,Wednesday,04/08/19
4/8/19,Parks and Recreation,Kaboom,DirecTV Everywhere MVPD,MVPD,1388,43597,Monday,04/08/19
3/29/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1360,278170,Friday,03/25/19
4/3/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1359,743702,Wednesday,04/01/19
4/6/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1341,745043,Saturday,04/01/19
4/1/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1315,746358,Monday,04/01/19
4/1/19,Parks and Recreation,Kaboom,Bravo FEP,Watch,1306,747664,Monday,04/01/19
4/11/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1301,279471,Thursday,04/08/19
4/4/19,Parks and Recreation,Kaboom,Bravo FEP,Watch,1296,748960,Thursday,04/01/19
3/31/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1264,750224,Sunday,03/25/19
4/1/19,Parks and Recreation,Kaboom,Bravo iPhone App,Watch,1261,751485,Monday,04/01/19
3/31/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1256,752741,Sunday,03/25/19
4/1/19,Parks and Recreation,Kaboom,DirecTV Everywhere MVPD,MVPD,1252,44849,Monday,04/01/19
4/8/19,Parks and Recreation,Kaboom,Sony Vue DMVPD,DMVPD,1232,280703,Monday,04/08/19
4/3/19,Parks and Recreation,Kaboom,Hulu DMVPD,DMVPD,1198,281901,Wednesday,04/01/19
4/9/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1196,283097,Tuesday,04/08/19
4/5/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1194,753935,Friday,04/01/19
4/2/19,Parks and Recreation,Kaboom,Bravo FireTV App,Watch,1188,755123,Tuesday,04/01/19
4/1/19,Parks and Recreation,Kaboom,Bravo Android Tablet Apps,Watch,1182,756305,Monday,04/01/19
4/2/19,Parks and Recreation,Kaboom,Bravo Samsung Smart TV App,Watch,1179,757484,Tuesday,04/01/19
4/9/19,Parks and Recreation,Kaboom,Bravo Apple TV App,Watch,1175,758659,Tuesday,04/08/19
4/7/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1172,759831,Sunday,04/01/19
4/11/19,Parks and Recreation,Kaboom,Bravo iPad App,Watch,1156,760987,Thursday,04/08/19
4/3/19,Parks and Recreation,Kaboom,YouTube TV,DMVPD,1152,284249,Wednesday,04/01/19
4/10/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1138,762125,Wednesday,04/08/19
4/2/19,Parks and Recreation,Kaboom,Bravo Roku App,Watch,1134,763259,Tuesday,04/01/19
